question_id ;question_english;correct_answer_english;incorrect_answer_1_english;incorrect_answer_2_english;incorrect_answer_3_english;question_french;correct_answer_french;incorrect_answer_1_french;incorrect_answer_2_french;incorrect_answer_3_french
B-007-004-001;What effect does the D region of the ionosphere have on lower frequency HF signals in the daytime?;It absorbs the signals;It bends the radio waves out into space;It refracts the radio waves back to Earth;It has little or no effect on 80-metre radio waves;Qu'arrive-t-il aux basses fréquences HF qui traversent la couche D durant le jour?;Les signaux sont absorbés;Les signaux sont détournés vers l'espace;Les signaux sont réfractés vers la terre;Il n'y a presque pas d'effet sur la bande de 80 mètres
B-007-004-002;What causes distant AM broadcast and 160 metre ham band stations not to be heard during daytime hours??;The ionization of the D region;The presence of ionized clouds in the E region;The splitting of the F region;The weather below the ionosphere;Pourquoi des stations distantes de la bande de radiodiffusion AM ou de la bande de 160 m ne peuvent-elles être entendues le jour?;En raison de l'ionisation de la couche D;En raison de la présence de nuages ionisés dans la couche E;En raison de la séparation en deux de la couche F;Les conditions météo juste en deçà de l'ionosphère
B-007-004-003;Two or more parts of the radio wave follow different paths during propagation and this may result in phase differences at the receiver. This "change" at the receiver is called:;fading;baffling;absorption;skip;Deux ou plusieurs parties d'une onde radio peuvent suivre des trajets différents pendant la propagation et cela peut produire des différences de phase au récepteur. Ce changement dans la réception s'appelle :;l'évanouissement;la réverbération;l'absorption;le saut
B-007-004-004;A change or variation in signal strength at the antenna, caused by differences in path lengths, is called:;fading;absorption;fluctuation;path loss;Un changement ou une variation de l'intensité du signal capté par l'antenne, causé par différentes longueurs de parcours de l'onde s'appelle :;l'évanouissement;l'absorption;la fluctuation;l'affaiblissement de propagation ("path loss")
B-007-004-005;When a transmitted radio signal reaches a station by a one-hop and two-hop skip path, small changes in the ionosphere can cause:;variations in signal strength;consistent fading of received signal;consistently stronger signals;a change in the ground-wave signal;Lorsqu'une onde radio arrive à une station suivant un trajet à un saut et un trajet à deux sauts entre l'émetteur et le récepteur, de légères modifications de l'ionosphère peuvent provoquer :;des variations de l'intensité du signal;un évanouissement permanent du signal;des signaux d'une intensité supérieure continue;une modification de l'onde de sol
B-007-004-006;The usual effect of ionospheric storms is to:;cause a fade-out of sky-wave signals;produce extreme weather changes;prevent communications by ground wave;increase the maximum usable frequency;Les orages ionosphériques ont habituellement pour effet :;de provoquer un évanouissement de l'onde ionosphérique;de produire des changements importants aux conditions météorologiques;d'empêcher les communications par onde de sol;d'augmenter la fréquence maximale utilisable
B-007-004-007;On the VHF and UHF bands, polarization of the receiving antenna is very important in relation to the transmitting antenna, yet on HF bands it is relatively unimportant. Why is that so?;The ionosphere can change the polarization of the signal from moment to moment;The ground wave and the sky wave continually shift the polarization;Anomalies in the Earth's magnetic field produce a profound effect on HF polarization but not on VHF & UHF frequencies;Greater selectivity is possible with HF receivers making changes in polarization redundant;Sur les bandes VHF et UHF, la polarisation de l'antenne réceptrice est très importante par rapport à celle de l'antenne émettrice. Pourtant, sur les bandes HF, elle devient relativement peu importante. Pourquoi en est-il ainsi?;L'ionosphère peut changer la polarisation du signal d'un instant à l'autre;L'onde de sol et l'onde réfléchie changent continuellement de plan de polarisation;Les anomalies du champ magnétique terrestre ont un effet certain sur la polarisation en HF, mais non pas en fréquences VHF et UHF;Les récepteurs HF peuvent avoir une plus grande sélectivité, ce qui annule les changements de polarisation
B-007-004-008;What causes selective fading?;Phase differences between radio wave components of the same transmission, as experienced at the receiving station;Small changes in beam heading at the receiving station;Time differences between the receiving and transmitting stations;Large changes in the height of the ionosphere at the receiving station ordinarily occurring shortly before sunrise and sunset;Quelle est la raison de l'évanouissement sélectif?;Les différences de phase entre les composantes d'une même émission, détectées par la station réceptrice;Les légers changements d'orientation de l'antenne directionnelle de la station réceptrice;La différence d'heures entre la station émettrice et la station réceptrice;Des changements importants de la hauteur de la couche ionosphérique juste avant les heures du lever et du coucher du soleil
B-007-004-009;How does the bandwidth of a transmitted signal affect selective fading?;It is more pronounced at wide bandwidths;It is the same for both wide and narrow bandwidths;Only the receiver bandwidth determines the selective fading effect;It is more pronounced at narrow bandwidths;Quelle influence a la largeur de bande d'un signal transmis lorsqu'il y a évanouissement sélectif?;L'évanouissement sélectif est plus prononcé pour les grandes largeurs de bande;L'évanouissement sélectif est le même pour les grandes ou petites largeurs de bande;Seule la largeur de bande du récepteur détermine l'effet d'évanouissement sélectif;L'évanouissement sélectif est plus prononcé pour les petites largeurs de bande
B-007-004-010;Polarization change often takes place on radio waves that are propagated over long distances. Which of these does not cause polarization change?;Parabolic interaction;Reflections;Passage through magnetic fields (Faraday rotation);Refractions;Un changement de polarisation se produit souvent dans le cas des ondes radio qui se propagent sur de grandes distances. Laquelle des réponses ci-dessous n'indique pas la cause d'un tel changement de polarisation?;L'interaction parabolique;Les réflexions;Le passage à travers des champs magnétiques (rotation de Faraday);Les réfractions
B-007-004-011;Reflection of a SSB transmission from the ionosphere causes:;little or no phase-shift distortion;phase-shift distortion;signal cancellation at the receiver;a high-pitch squeal at the receiver;La réflexion d'un signal BLU par l'ionosphère :;ne produit pas de distorsion de phase ou en produit très peu;produit de la distorsion de phase;produit une annulation du signal dans le récepteur;produit un bruit aigu dans le récepteur
B-007-005-001;How do sunspots change the ionization of the atmosphere?;The more sunspots there are, the greater the ionization;The more sunspots there are, the less the ionization;Unless there are sunspots, the ionization is zero;They have no effect;De quelle façon les taches solaires modifient-elles l'ionisation de l'atmosphère?;Plus il y a de taches solaires, plus il y a d'ionisation;Plus il y a de taches solaires, moins il y a d'ionisation;S'il n'y a pas de taches solaires, l'ionisation est nulle;Aucun rapport
B-007-005-002;How long is an average sunspot cycle?;11 years;17 years;5 years;7 years;Quelle est la durée moyenne d'un cycle de taches solaires?;11 ans;17 ans;5 ans;7 ans
B-007-005-003;What is solar flux?;The radio energy emitted by the sun;A measure of the tilt of the Earth's ionosphere on the side toward the sun;The number of sunspots on the side of the sun facing the Earth;The density of the sun's magnetic field;Qu'est-ce que le flux solaire?;L'énergie radio émise par le soleil;La mesure de l'inclinaison de la partie de l'ionosphère qui fait face au soleil;Le nombre de taches solaires sur le côté du soleil qui fait face à la terre;La densité du champ magnétique du soleil
B-007-005-004;What is the solar-flux index?;A measure of solar activity that is taken at a specific frequency;Another name for the American sunspot number;A measure of solar activity that compares daily readings with results from the last six months;A measure of solar activity that is taken annually;Qu'est-ce que l'indice du flux solaire?;Une mesure de l'activité solaire prise à une fréquence spécifique;Un autre nom pour désigner un décompte du nombre de taches solaires par un observatoire américain;Une mesure de l'activité solaire qui consiste à comparer les lectures quotidiennes avec les résultats des six derniers mois;Une mesure de l'activité solaire prise annuellement
B-007-005-005;What influences all radiocommunication beyond ground-wave or line-of-sight ranges?;Solar radiation;The F2 region of the ionosphere;The F1 region of the ionosphere;Lunar tidal effects;Qu'est-ce qui influence toute radiocommunication au-delà des ondes de sol et de la propagation à vue?;Le rayonnement solaire;La région F2 de l'ionosphère;La région F1 de l'ionosphère;Les effets de la lune sur les marées
B-007-005-006;Which two types of radiation from the sun influence propagation?;Electromagnetic and particle emissions;Subaudible and audio-frequency emissions;Polar region and equatorial emissions;Infrared and gamma-ray emissions;Quels sont les deux types de rayonnement solaire qui affectent la propagation des ondes radio?;Les émissions électromagnétiques et les émissions de particules;Les émissions de fréquences audibles et sous-audibles;Les émissions en région polaire et en région équatoriale;Les émissions infrarouges et les émissions de rayons gamma
B-007-005-007;When sunspot numbers are high, how is propagation affected?;Frequencies up to 40 MHz or even higher become usable for long-distance communication;High frequency radio signals are absorbed;Frequencies up to 100 MHz or higher are normally usable for long-distance communication;High frequency radio signals become weak and distorted;Quand le nombre de taches solaires est élevé, comment se comporte la propagation?;Les fréquences jusqu'à 40 MHz et même plus hautes deviennent utilisables pour les communications à longues distances;Les signaux à haute fréquence sont absorbés;Les fréquences jusqu'à 100 MHz et même plus hautes sont utilisables pour les communications à longues distances;Les signaux radio haute fréquence sont faibles et souffrent de distorsion
